id,redemption_status
3,0.038404444148263425
4,0.0025814226581349032
5,0.1805103857841052
8,0.00017528434009319324
10,0.00029071859183086294
12,0.0003301497122277416
13,0.006630177571801529
16,0.00025962066980195745
18,0.000249787448057794
31,0.01601608017585509
36,0.025210683940696234
37,0.0001662852023582037
38,0.0020222643815938283
40,0.00023779537575850494
41,0.00012126971556664017
44,0.007955021465511407
47,0.006650249110760296
49,0.0002679150868885909
50,0.0009462307113399396
53,0.00030248829868223564
57,0.002159452842549399
59,0.00020719984712360695
60,0.005211691443092924
64,0.0002291961090333485
67,0.00022441924641354114
68,9.066232384973371e-05
70,0.007151059707426244
73,0.001844894207668681
76,6.924942096560828e-05
78,0.00029086286466624905
81,0.019474173948954412
87,0.0002457917135012267
89,0.00016905755069686373
94,0.0007833863352994005
96,0.030351185157196876
98,0.0026070745599558087
100,0.0005842987563522616
105,0.0018521832627487265
108,0.000399529005882663
109,0.00112218749700512
111,0.0001135108707658982
112,0.006225267838295587
114,0.0107176232351656
116,0.0065240219153988015
119,0.12392245990845767
120,0.0002760780710698066
126,0.0003214846476348322
127,0.00030490986262981455
128,0.00011396795516662266
132,0.00031771630810958174
133,7.85761253146859e-05
138,0.0015380942230155494
140,0.008389344652510691
143,0.001591881453457612
145,0.004238147925331433
147,0.0022024322733637095
148,6.391372123146176e-05
149,0.051334454375172235
150,0.01785429662340279
153,0.00024322189682659122
157,0.00012160889246660544
162,0.00043456671052572414
163,6.0164131950532906e-05
166,6.386607740239972e-05
168,0.002168412291368921
173,0.0042776623822372555
174,0.00016683531646877891
175,0.0017457792132110881
177,0.0052544566243600925
178,0.00030575152145233795
185,0.0003424272389558192
189,0.0034752449585140704
190,0.00012399769675151378
191,5.500474243896014e-05
199,0.09664839140428769
201,0.0022306790256407852
203,0.0003341168046705768
204,0.024152200003596587
210,0.014157731261473638
211,0.00017853803388004537
212,0.0005299281347647268
216,0.00021190062496645326
223,0.06685739053521005
226,0.013824310584641097
227,0.004599235396633835
229,0.015609213975723948
232,8.080560907309339e-05
234,0.00018066760335435183
235,0.00017662777528170234
236,0.005990371758931952
237,0.0002687758408366253
244,0.000239228315540681
245,0.0003584846057698511
246,0.009363589286953715
248,0.00021001469976341644
249,0.023541256964992555
251,0.0005396274493195641
252,0.00047852910329496356
253,0.00336465898185948
256,0.0003131906589567353
257,0.00026483133355725494
258,0.0002610885146910288
263,0.0034419991128578167
268,9.661691370710288e-05
271,0.0001380887133576327
272,0.004063947479902474
274,0.0007557856529028417
276,0.00020407143268873855
278,0.0002027138817886914
280,0.0005755674099765125
281,0.002777205137798459
285,0.0009391736987170967
288,0.0001486309405358891
289,0.002713900907953845
294,6.621249956673956e-05
296,0.02973866698633402
297,0.00019583531118519073
300,0.00020260511726452116
302,0.006366209362113284
303,0.0003113848654136378
310,0.00013113495112244736
311,0.010019024323195758
312,7.278388328392328e-05
314,0.000207864035175218
315,0.00036922576148335363
319,0.0015630944283751482
323,0.0006023071977988871
324,0.021477800421669226
327,0.003800223249454444
333,0.00042570578198015084
334,0.0001178775365975615
338,0.00011283459874063139
339,0.0017179928161232278
340,0.0036104242870856015
341,0.0005024805021177929
344,0.010050297399659607
